job_id,job_title,salary_usd,salary_currency,experience_level,employment_type,company_location,company_size,employee_residence,remote_ratio,required_skills,education_required,years_experience,industry,posting_date,benefits_score,company_name,remote_category
XYZ2303,Data Analyst,86621,EUR,Entry_Level,Part Time,Germany,L,China,50,"Data Visualization, PyTorch, Git, Mathematics, Docker",Bachelor,7,Healthcare,9/24/19,8.3,Quantum Minds,Hybrid
XYZ2304,ML Ops Engineer,109937,USD,Senior,Part Time,Canada,L,China,0,"Deep Learning, Linux, Kubernetes, Spark, AWS",Bachelor,12,Healthcare,6/3/19,5.7,NeuralNet Inc,On-site
XYZ2305,AI Research Scientist,159249,GBP,Entry_Level,Part Time,India,L,Japan,50,"NLP, Mathematics, Docker, PyTorch, AWS",Master,5,Healthcare,5/7/19,5.3,Quantum Minds,Hybrid
XYZ2306,AI Product Manager,101142,USD,Senior,Part Time,United States,M,Austria,50,"R, PyTorch, Statistics, Docker, Hadoop",Master,10,Consulting,10/25/19,9.9,AlphaByte AI,Hybrid
XYZ2307,ML Ops Engineer,100490,USD,Executive,Freelancer,Ireland,M,Ireland,50,"Azure, Deep Learning, PyTorch, Git, Spark",Bachelor,10,Gaming,10/4/19,5.5,NeuralNet Inc,Hybrid
XYZ2308,AI Research Scientist,116609,GBP,Entry_Level,Contract,Austria,S,Israel,50,"PyTorch, Docker, Statistics, Scala, Hadoop",Associate,13,Finance,9/26/19,8.0,Quantum Minds,Hybrid
XYZ2309,Principal Data Scientist,83478,USD,Entry_Level,Part Time,France,S,United Kingdom,50,"TensorFlow, Spark, Scala, Mathematics, Kubernetes",Bachelor,11,Finance,2/1/19,6.5,Visionary AI,Hybrid
XYZ2310,AI Architect,85499,USD,Senior,Part Time,Germany,S,Canada,0,"Linux, PyTorch, NLP, Kubernetes, Data Visualization",PhD,11,Telecommunications,4/4/19,8.0,Quantum Minds,On-site
XYZ2311,AI Architect,69525,EUR,Entry_Level,Full Time,Switzerland,L,India,0,"Tableau, Mathematics, Hadoop, Java, TensorFlow",Bachelor,15,Energy,6/13/19,9.3,NextGen Analytics,On-site
XYZ2312,Machine Learning Researcher,104889,USD,Mid,Part Time,Israel,S,Germany,100,"MLOps, Docker, Python, Git, PyTorch",PhD,11,Healthcare,10/27/19,6.5,Quantum Minds,Fully Remote
XYZ2313,AI Software Engineer,102453,GBP,Entry_Level,Contract,China,S,Japan,50,"AWS, GCP, R, Hadoop, Docker",Master,9,Transportation,3/18/19,8.9,NextGen Analytics,Hybrid
XYZ2314,NLP Engineer,103132,EUR,Executive,Freelancer,Australia,S,Netherlands,100,"Spark, Scala, NLP, Kubernetes, Tableau",Associate,13,Telecommunications,11/16/19,8.7,NeuralNet Inc,Fully Remote
XYZ2315,AI Architect,81180,GBP,Mid,Full Time,Denmark,S,China,50,"Tableau, Mathematics, Java, TensorFlow, Docker",PhD,5,Finance,5/6/19,9.7,Visionary AI,Hybrid
XYZ2316,Head of AI,104119,EUR,Mid,Part Time,South Korea,S,Israel,50,"PyTorch, MLOps, Hadoop, Data Visualization, Linux",Associate,4,Education,11/7/19,8.3,Quantum Minds,Hybrid
XYZ2317,Data Scientist,147143,GBP,Senior,Part Time,Japan,M,Sweden,0,"Git, R, Spark, Scala, NLP",Master,9,Real Estate,2/2/19,9.3,NextGen Analytics,On-site
XYZ2318,Robotics Engineer,74199,USD,Executive,Full Time,Singapore,S,Israel,50,"Computer Vision, MLOps, Spark, Java, Azure",Master,8,Energy,12/28/19,8.3,NeuralNet Inc,Hybrid
XYZ2319,Machine Learning Engineer,82068,USD,Executive,Contract,Japan,S,South Korea,50,"NLP, Docker, Scala, Tableau, Java",Associate,13,Finance,4/7/19,9.1,NextGen Analytics,Hybrid
XYZ2320,Principal Data Scientist,141166,GBP,Entry_Level,Contract,France,M,India,50,"PyTorch, Data Visualization, R, Scala, Linux",Bachelor,1,Finance,10/2/19,7.3,NeuralNet Inc,Hybrid
XYZ2321,Head of AI,89761,EUR,Executive,Freelancer,Japan,S,India,50,"Docker, Azure, R, NLP, AWS",Bachelor,12,Technology,10/21/19,6.9,NextGen Analytics,Hybrid
XYZ2322,Autonomous Systems Engineer,130517,USD,Mid,Full Time,Canada,S,Norway,100,"Kubernetes, GCP, Tableau, PyTorch, Java",Bachelor,8,Gaming,1/22/19,6.9,NeuralNet Inc,Fully Remote
XYZ2323,Autonomous Systems Engineer,70829,GBP,Senior,Full Time,Norway,M,Canada,50,"NLP, PyTorch, Scala, Kubernetes, Data Visualization",PhD,14,Telecommunications,4/7/19,8.8,Quantum Minds,Hybrid
XYZ2324,Machine Learning Engineer,67905,USD,Entry_Level,Freelancer,Denmark,L,Netherlands,50,"Tableau, Statistics, Git, Computer Vision, SQL",PhD,8,Media,3/12/19,6.7,NeuralNet Inc,Hybrid
XYZ2325,Machine Learning Engineer,78766,USD,Mid,Freelancer,Israel,S,United Kingdom,100,"Tableau, Kubernetes, SQL, Python, Deep Learning",Master,14,Manufacturing,1/2/19,5.2,Visionary AI,Fully Remote
XYZ2326,Data Engineer,122497,EUR,Mid,Part Time,Sweden,M,Norway,50,"Azure, Deep Learning, Statistics, Spark, Data Visualization",Associate,12,Government,8/20/19,6.6,NeuralNet Inc,Hybrid
XYZ2327,Data Scientist,99419,USD,Executive,Contract,Switzerland,S,Ireland,0,"Deep Learning, Git, Python, Linux, Kubernetes",Bachelor,11,Healthcare,7/13/19,8.5,NextGen Analytics,On-site
XYZ2328,AI Architect,146090,USD,Mid,Contract,Sweden,S,China,50,"GCP, Java, Hadoop, TensorFlow, Azure",Master,15,Government,8/25/19,8.4,NextGen Analytics,Hybrid
XYZ2329,Head of AI,66006,GBP,Mid,Part Time,Switzerland,S,United Kingdom,100,"Scala, Hadoop, Docker, TensorFlow, Deep Learning",Associate,10,Manufacturing,7/22/19,9.1,NextGen Analytics,Fully Remote
XYZ2330,AI Architect,130322,EUR,Executive,Freelancer,Sweden,L,Israel,100,"NLP, Mathematics, Python, Git, Data Visualization",Associate,4,Government,1/14/19,9.6,Visionary AI,Fully Remote
XYZ2331,Data Engineer,107656,EUR,Executive,Part Time,Denmark,L,Netherlands,50,"SQL, MLOps, R, Docker, TensorFlow",Bachelor,7,Finance,2/11/19,8.1,NextGen Analytics,Hybrid
XYZ2332,Data Scientist,129116,EUR,Entry_Level,Part Time,Austria,L,Sweden,100,"TensorFlow, Deep Learning, Azure, Kubernetes, AWS",Bachelor,14,Automotive,1/1/19,7.9,NextGen Analytics,Fully Remote
XYZ2333,Machine Learning Engineer,108886,GBP,Mid,Contract,India,S,Singapore,0,"Deep Learning, Statistics, Kubernetes, Tableau, R",PhD,12,Education,4/11/19,6.8,Quantum Minds,On-site
XYZ2334,Head of AI,87708,EUR,Senior,Contract,Israel,S,United Kingdom,50,"Hadoop, Tableau, Python, Docker, PyTorch",Master,6,Technology,11/6/19,9.2,NextGen Analytics,Hybrid
XYZ2335,Data Engineer,142205,EUR,Mid,Full Time,Finland,M,Netherlands,100,"Hadoop, TensorFlow, AWS, Scala, Statistics",PhD,9,Retail,7/24/19,5.6,Visionary AI,Fully Remote
XYZ2336,Research Scientist,120316,GBP,Mid,Part Time,Canada,M,Germany,50,"Computer Vision, Python, Git, Spark, Scala",Master,3,Gaming,8/5/19,6.4,AlphaByte AI,Hybrid
XYZ2337,Machine Learning Researcher,68941,USD,Executive,Full Time,Switzerland,L,Singapore,100,"Statistics, Kubernetes, Azure, R, Spark",Bachelor,7,Healthcare,3/7/19,8.2,AlphaByte AI,Fully Remote
XYZ2338,NLP Engineer,150741,EUR,Mid,Full Time,Israel,M,Denmark,100,"AWS, MLOps, R, Python, Scala",PhD,7,Telecommunications,7/21/19,5.6,NextGen Analytics,Fully Remote
XYZ2339,AI Architect,150096,GBP,Entry_Level,Contract,Sweden,S,Switzerland,50,"Kubernetes, NLP, GCP, Deep Learning, Hadoop",Associate,6,Manufacturing,9/26/19,6.7,Quantum Minds,Hybrid
XYZ2340,AI Research Scientist,67224,USD,Entry_Level,Part Time,United States,L,China,100,"Hadoop, Tableau, R, Spark, GCP",Bachelor,1,Finance,10/8/19,7.0,Visionary AI,Fully Remote
XYZ2341,Deep Learning Engineer,128234,USD,Senior,Contract,Norway,L,Sweden,100,"Statistics, Python, Scala, Java, Docker",Master,9,Government,4/7/19,9.1,AlphaByte AI,Fully Remote
XYZ2342,NLP Engineer,110778,USD,Entry_Level,Contract,Switzerland,S,Australia,50,"TensorFlow, NLP, Hadoop, AWS, Git",Master,12,Education,4/25/19,6.5,NeuralNet Inc,Hybrid
XYZ2343,AI Architect,69634,EUR,Senior,Part Time,Canada,S,Norway,100,"Docker, Java, Scala, Data Visualization, Deep Learning",PhD,11,Energy,7/22/19,5.7,AlphaByte AI,Fully Remote
XYZ2344,AI Architect,134916,EUR,Entry_Level,Part Time,Israel,S,Netherlands,0,"NLP, Spark, Scala, Computer Vision, Java",Master,12,Government,9/19/19,8.9,Visionary AI,On-site
XYZ2345,Robotics Engineer,112728,EUR,Entry_Level,Full Time,Canada,L,Norway,100,"Spark, Git, Statistics, AWS, Tableau",Associate,15,Telecommunications,9/21/19,7.2,AlphaByte AI,Fully Remote
XYZ2346,Research Scientist,158187,EUR,Mid,Part Time,Singapore,L,India,50,"Hadoop, MLOps, Statistics, SQL, Linux",PhD,14,Technology,9/14/19,5.8,NextGen Analytics,Hybrid
XYZ2347,Machine Learning Researcher,128056,GBP,Senior,Full Time,China,L,Singapore,50,"Spark, AWS, Scala, SQL, PyTorch",Master,5,Gaming,9/21/19,8.4,Quantum Minds,Hybrid
XYZ2348,AI Consultant,81713,EUR,Entry_Level,Full Time,Japan,M,Ireland,50,"Python, Scala, MLOps, TensorFlow, Java",Associate,3,Consulting,12/26/19,9.6,Visionary AI,Hybrid
XYZ2349,Research Scientist,131324,EUR,Entry_Level,Part Time,China,L,Japan,100,"Linux, R, Mathematics, Python, NLP",PhD,9,Transportation,2/17/19,8.5,Quantum Minds,Fully Remote
XYZ2350,AI Software Engineer,162162,EUR,Entry_Level,Part Time,Finland,L,United Kingdom,50,"TensorFlow, Mathematics, Git, Spark, AWS",Bachelor,2,Automotive,11/12/19,7.2,NeuralNet Inc,Hybrid
XYZ2351,Principal Data Scientist,85553,EUR,Senior,Full Time,China,M,South Korea,0,"TensorFlow, Computer Vision, GCP, Data Visualization, Git",Bachelor,4,Gaming,4/12/19,6.4,NeuralNet Inc,On-site
XYZ2352,Robotics Engineer,107670,EUR,Mid,Freelancer,France,L,Denmark,0,"Azure, Python, NLP, Tableau, Git",Bachelor,9,Transportation,6/17/19,8.3,Visionary AI,On-site
XYZ2353,Data Scientist,81960,GBP,Executive,Part Time,Denmark,L,China,50,"NLP, PyTorch, SQL, Python, Scala",Associate,6,Telecommunications,11/6/19,8.8,NeuralNet Inc,Hybrid
XYZ2354,Robotics Engineer,150271,GBP,Entry_Level,Freelancer,Canada,S,Switzerland,50,"Hadoop, PyTorch, NLP, SQL, Tableau",Bachelor,8,Real Estate,4/25/19,5.2,NextGen Analytics,Hybrid
XYZ2355,AI Software Engineer,88336,EUR,Executive,Freelancer,Finland,M,China,50,"Python, Git, Deep Learning, GCP, Azure",Associate,7,Gaming,7/1/19,9.8,Quantum Minds,Hybrid
XYZ2356,AI Architect,104703,EUR,Senior,Full Time,Germany,L,Canada,50,"NLP, Java, Linux, Computer Vision, Docker",Master,9,Technology,2/23/19,9.9,Visionary AI,Hybrid
XYZ2357,Robotics Engineer,85721,GBP,Mid,Contract,Australia,S,France,0,"Python, Azure, TensorFlow, Docker, PyTorch",Bachelor,15,Education,6/27/19,6.0,Quantum Minds,On-site
XYZ2358,Data Engineer,105305,EUR,Senior,Part Time,United Kingdom,S,Canada,100,"TensorFlow, Azure, Linux, Data Visualization, PyTorch",Associate,0,Real Estate,9/20/19,9.5,NextGen Analytics,Fully Remote
XYZ2359,Computer Vision Engineer,130147,USD,Mid,Part Time,Netherlands,M,Netherlands,0,"Docker, Git, PyTorch, GCP, Kubernetes",PhD,11,Gaming,9/14/19,8.0,Quantum Minds,On-site
XYZ2360,Principal Data Scientist,151805,EUR,Senior,Freelancer,United States,L,Norway,100,"Azure, Mathematics, Data Visualization, Scala, SQL",Bachelor,7,Education,7/24/19,5.5,Quantum Minds,Fully Remote
XYZ2361,Machine Learning Researcher,67729,GBP,Mid,Freelancer,Norway,S,Finland,50,"Deep Learning, Docker, TensorFlow, Tableau, NLP",Associate,2,Technology,9/8/19,7.5,AlphaByte AI,Hybrid
XYZ2362,Machine Learning Engineer,88273,GBP,Executive,Contract,China,S,Ireland,50,"Docker, R, Kubernetes, Linux, Azure",Associate,14,Healthcare,12/20/19,6.1,NextGen Analytics,Hybrid
XYZ2363,AI Architect,96249,EUR,Entry_Level,Contract,Denmark,S,Switzerland,0,"AWS, Azure, Spark, GCP, PyTorch",Master,9,Automotive,1/15/19,7.7,Visionary AI,On-site
XYZ2364,Head of AI,123047,EUR,Mid,Freelancer,Norway,L,Ireland,50,"Computer Vision, MLOps, Data Visualization, Azure, NLP",Master,7,Healthcare,6/9/19,6.5,Visionary AI,Hybrid
XYZ2365,Robotics Engineer,112420,GBP,Executive,Full Time,Austria,M,Australia,50,"AWS, Linux, Data Visualization, Computer Vision, Tableau",Master,15,Healthcare,3/12/19,7.1,AlphaByte AI,Hybrid
XYZ2366,Machine Learning Engineer,150858,GBP,Mid,Part Time,France,M,France,100,"Deep Learning, Azure, Statistics, Docker, R",Bachelor,4,Energy,12/18/19,9.6,NextGen Analytics,Fully Remote
XYZ2367,AI Consultant,115592,GBP,Executive,Part Time,Japan,M,United States,100,"PyTorch, MLOps, AWS, TensorFlow, Computer Vision",PhD,9,Finance,5/18/19,6.4,AlphaByte AI,Fully Remote
XYZ2368,Robotics Engineer,64229,EUR,Mid,Full Time,Israel,M,Finland,100,"Deep Learning, Computer Vision, Spark, Docker, TensorFlow",Master,2,Automotive,12/21/19,5.8,NeuralNet Inc,Fully Remote
XYZ2369,Machine Learning Engineer,97001,USD,Entry_Level,Full Time,Israel,S,India,0,"Statistics, MLOps, Data Visualization, Docker, Tableau",Bachelor,12,Retail,10/21/19,8.3,Visionary AI,On-site
XYZ2370,Machine Learning Researcher,122274,GBP,Mid,Full Time,Norway,L,China,50,"MLOps, Computer Vision, Java, SQL, Data Visualization",Bachelor,14,Automotive,12/13/19,8.7,Quantum Minds,Hybrid
XYZ2371,Deep Learning Engineer,82841,EUR,Mid,Part Time,Germany,M,Sweden,50,"Python, Mathematics, Kubernetes, Data Visualization, Java",Master,2,Media,4/26/19,8.3,NeuralNet Inc,Hybrid
XYZ2372,AI Software Engineer,133037,GBP,Executive,Part Time,Australia,L,United States,0,"Docker, NLP, Python, Data Visualization, R",PhD,0,Transportation,7/28/19,7.6,Visionary AI,On-site
XYZ2373,Data Engineer,108544,EUR,Senior,Part Time,Canada,M,Japan,50,"Azure, Spark, Tableau, Scala, MLOps",Bachelor,13,Real Estate,1/26/19,7.0,AlphaByte AI,Hybrid
XYZ2374,Deep Learning Engineer,92829,USD,Mid,Full Time,China,S,Israel,0,"PyTorch, NLP, MLOps, Linux, Deep Learning",Associate,3,Finance,8/3/19,6.6,AlphaByte AI,On-site
XYZ2375,AI Specialist,76004,EUR,Entry_Level,Freelancer,Israel,M,Ireland,0,"AWS, GCP, Deep Learning, Tableau, Hadoop",Master,5,Technology,9/14/19,5.7,NextGen Analytics,On-site
XYZ2376,AI Architect,159923,GBP,Executive,Contract,Norway,L,Finland,50,"AWS, Scala, TensorFlow, Python, Data Visualization",Bachelor,11,Technology,1/11/19,8.1,NeuralNet Inc,Hybrid
XYZ2377,Computer Vision Engineer,76483,USD,Mid,Contract,Switzerland,M,South Korea,50,"Python, Computer Vision, Java, Docker, R",Associate,14,Retail,8/8/19,9.7,NeuralNet Inc,Hybrid
XYZ2378,Robotics Engineer,147873,GBP,Entry_Level,Full Time,Ireland,L,Switzerland,100,"PyTorch, Hadoop, NLP, Data Visualization, R",PhD,9,Telecommunications,4/22/19,6.9,AlphaByte AI,Fully Remote
XYZ2379,Head of AI,161920,USD,Executive,Full Time,Norway,L,Australia,100,"Java, Statistics, SQL, R, PyTorch",Master,10,Transportation,7/14/19,8.9,NextGen Analytics,Fully Remote
XYZ2380,Machine Learning Researcher,93488,USD,Executive,Freelancer,Japan,S,Austria,50,"Hadoop, Tableau, Docker, MLOps, Scala",Bachelor,12,Real Estate,2/11/19,6.5,AlphaByte AI,Hybrid
XYZ2381,AI Consultant,146202,USD,Senior,Part Time,Switzerland,S,Switzerland,50,"Python, Computer Vision, NLP, Data Visualization, Docker",Master,3,Technology,1/1/19,5.8,NextGen Analytics,Hybrid
XYZ2382,AI Architect,72209,GBP,Entry_Level,Full Time,India,M,United States,50,"NLP, MLOps, TensorFlow, Java, PyTorch",Master,9,Gaming,10/7/19,6.0,AlphaByte AI,Hybrid
XYZ2383,NLP Engineer,146540,GBP,Entry_Level,Part Time,Singapore,M,France,50,"Linux, Azure, Docker, MLOps, Deep Learning",Master,9,Consulting,5/21/19,8.7,Quantum Minds,Hybrid
XYZ2384,AI Consultant,120174,EUR,Executive,Freelancer,Japan,M,France,50,"PyTorch, Statistics, Git, Tableau, Python",Master,3,Retail,7/28/19,9.5,NextGen Analytics,Hybrid
XYZ2385,Research Scientist,105785,GBP,Entry_Level,Contract,India,S,Ireland,100,"Computer Vision, Kubernetes, Java, NLP, MLOps",Master,0,Education,7/21/19,6.4,AlphaByte AI,Fully Remote
XYZ2386,AI Software Engineer,78431,EUR,Entry_Level,Freelancer,United States,S,United States,100,"Git, TensorFlow, Mathematics, Data Visualization, Linux",Bachelor,12,Government,7/8/19,7.3,NextGen Analytics,Fully Remote
XYZ2387,Machine Learning Engineer,159548,GBP,Entry_Level,Contract,Canada,L,Singapore,100,"MLOps, PyTorch, Linux, Scala, R",Bachelor,6,Gaming,10/26/19,8.1,Visionary AI,Fully Remote
XYZ2388,Robotics Engineer,154074,USD,Senior,Part Time,Finland,M,South Korea,100,"Tableau, Linux, MLOps, Java, Azure",Associate,6,Government,3/22/19,9.3,AlphaByte AI,Fully Remote
XYZ2389,NLP Engineer,122004,EUR,Mid,Full Time,Sweden,M,Finland,100,"Tableau, Data Visualization, PyTorch, SQL, Computer Vision",Master,9,Media,5/26/19,7.5,Quantum Minds,Fully Remote
XYZ2390,Autonomous Systems Engineer,132623,USD,Entry_Level,Part Time,Singapore,M,Singapore,50,"TensorFlow, Spark, Statistics, Computer Vision, Linux",Associate,10,Technology,8/15/19,5.9,NeuralNet Inc,Hybrid
XYZ2391,Machine Learning Researcher,130403,EUR,Senior,Contract,Canada,L,France,100,"GCP, Computer Vision, Scala, Tableau, Spark",Bachelor,10,Gaming,4/5/19,8.1,Visionary AI,Fully Remote
XYZ2392,Principal Data Scientist,104587,GBP,Entry_Level,Freelancer,Singapore,M,France,0,"TensorFlow, Spark, Docker, Data Visualization, Linux",Master,13,Transportation,6/19/19,5.3,NeuralNet Inc,On-site
XYZ2393,AI Specialist,101390,EUR,Senior,Contract,China,M,Denmark,50,"SQL, Deep Learning, Mathematics, Docker, TensorFlow",Associate,4,Education,3/9/19,6.4,AlphaByte AI,Hybrid
XYZ2394,Machine Learning Researcher,141877,GBP,Executive,Freelancer,Norway,M,Austria,0,"Statistics, AWS, TensorFlow, Computer Vision, SQL",PhD,9,Government,1/2/19,8.3,NextGen Analytics,On-site
XYZ2395,Data Scientist,107543,EUR,Senior,Part Time,Norway,L,Ireland,50,"R, Java, Computer Vision, TensorFlow, PyTorch",PhD,9,Technology,4/7/19,5.2,Quantum Minds,Hybrid
XYZ2396,Deep Learning Engineer,132507,USD,Entry_Level,Freelancer,Norway,M,South Korea,50,"MLOps, Deep Learning, Tableau, Python, Data Visualization",Associate,3,Government,6/18/19,7.8,Visionary AI,Hybrid
XYZ2397,AI Research Scientist,76564,GBP,Entry_Level,Part Time,United States,S,India,50,"Deep Learning, Tableau, Docker, Statistics, Java",Bachelor,12,Telecommunications,1/8/19,9.0,NeuralNet Inc,Hybrid
XYZ2398,Computer Vision Engineer,79940,GBP,Mid,Part Time,Canada,L,Australia,50,"Deep Learning, GCP, Tableau, AWS, SQL",Bachelor,12,Automotive,2/20/19,5.5,NextGen Analytics,Hybrid
XYZ2399,NLP Engineer,138110,GBP,Entry_Level,Freelancer,South Korea,M,France,50,"Statistics, Computer Vision, Tableau, Spark, R",Bachelor,7,Automotive,5/17/19,6.2,NextGen Analytics,Hybrid
XYZ2400,AI Software Engineer,126280,EUR,Senior,Part Time,France,L,France,50,"Mathematics, Java, Deep Learning, Spark, Scala",Bachelor,15,Transportation,7/16/19,9.7,NextGen Analytics,Hybrid
XYZ2401,Deep Learning Engineer,127839,USD,Executive,Contract,Israel,M,Singapore,50,"SQL, Scala, TensorFlow, Spark, Azure",PhD,12,Gaming,1/11/19,9.3,NextGen Analytics,Hybrid
XYZ2402,Data Engineer,115830,EUR,Mid,Part Time,Japan,S,Sweden,100,"Deep Learning, Docker, NLP, TensorFlow, Git",Bachelor,0,Transportation,1/10/19,5.9,Quantum Minds,Fully Remote
XYZ2403,Principal Data Scientist,156318,GBP,Entry_Level,Contract,Denmark,S,United Kingdom,50,"Statistics, NLP, Azure, Scala, Docker",Master,11,Consulting,4/14/19,7.1,Visionary AI,Hybrid
XYZ2404,Computer Vision Engineer,103145,USD,Mid,Contract,South Korea,S,France,100,"GCP, Statistics, Kubernetes, Python, AWS",Master,11,Government,2/4/19,7.7,AlphaByte AI,Fully Remote
XYZ2405,Machine Learning Engineer,159872,GBP,Senior,Part Time,Austria,M,Denmark,50,"Linux, Azure, Git, Deep Learning, Mathematics",PhD,9,Technology,7/11/19,6.7,AlphaByte AI,Hybrid
XYZ2406,AI Software Engineer,124341,EUR,Senior,Contract,Japan,S,Austria,100,"PyTorch, Data Visualization, Python, GCP, Kubernetes",Bachelor,7,Education,11/22/19,7.3,NextGen Analytics,Fully Remote
XYZ2407,Data Analyst,86384,EUR,Entry_Level,Part Time,Finland,S,United States,100,"MLOps, R, Python, TensorFlow, GCP",Bachelor,2,Healthcare,11/27/19,9.1,AlphaByte AI,Fully Remote
XYZ2408,Research Scientist,142255,GBP,Mid,Full Time,Canada,S,China,0,"Spark, Kubernetes, Git, Scala, Docker",Associate,14,Government,9/22/19,5.1,AlphaByte AI,On-site
XYZ2409,Principal Data Scientist,86232,GBP,Executive,Freelancer,Israel,S,South Korea,0,"Scala, Git, Statistics, NLP, Hadoop",Associate,3,Telecommunications,12/22/19,9.6,Visionary AI,On-site
XYZ2410,AI Product Manager,141190,USD,Mid,Full Time,Australia,L,Canada,50,"SQL, Docker, Deep Learning, TensorFlow, PyTorch",Bachelor,13,Telecommunications,5/5/19,5.3,AlphaByte AI,Hybrid
XYZ2411,AI Specialist,112931,GBP,Executive,Full Time,Singapore,S,France,50,"Tableau, AWS, Git, Mathematics, NLP",Bachelor,8,Healthcare,6/21/19,6.4,NextGen Analytics,Hybrid
XYZ2412,AI Research Scientist,75608,GBP,Entry_Level,Part Time,Australia,M,Australia,100,"R, Git, Spark, Kubernetes, NLP",Master,10,Energy,11/28/19,9.2,Quantum Minds,Fully Remote
XYZ2413,AI Product Manager,147169,GBP,Entry_Level,Contract,Sweden,L,Switzerland,50,"MLOps, GCP, Python, Spark, PyTorch",Master,14,Technology,8/9/19,6.0,AlphaByte AI,Hybrid
XYZ2414,Machine Learning Engineer,127957,USD,Mid,Part Time,Netherlands,S,Sweden,50,"Spark, MLOps, Deep Learning, TensorFlow, Git",Bachelor,12,Transportation,1/2/19,9.5,Visionary AI,Hybrid
XYZ2415,Deep Learning Engineer,82741,EUR,Mid,Contract,Finland,M,China,0,"Data Visualization, Linux, Computer Vision, Scala, Azure",Associate,2,Media,4/15/19,6.8,AlphaByte AI,On-site
XYZ2416,NLP Engineer,138084,USD,Mid,Freelancer,Denmark,M,Israel,100,"Statistics, Docker, Tableau, Hadoop, Linux",Bachelor,6,Healthcare,10/13/19,8.8,NextGen Analytics,Fully Remote
XYZ2417,AI Architect,141178,EUR,Mid,Part Time,Sweden,M,Israel,100,"GCP, R, TensorFlow, Statistics, Kubernetes",Associate,5,Education,1/25/19,9.9,AlphaByte AI,Fully Remote
XYZ2418,Data Analyst,71966,EUR,Mid,Contract,United Kingdom,S,Ireland,50,"PyTorch, Azure, Kubernetes, SQL, Git",Master,6,Energy,5/21/19,7.0,NextGen Analytics,Hybrid
XYZ2419,Computer Vision Engineer,152099,EUR,Senior,Freelancer,Norway,M,China,100,"R, Python, TensorFlow, AWS, Data Visualization",Bachelor,4,Automotive,4/14/19,8.4,Quantum Minds,Fully Remote
XYZ2420,Data Scientist,86446,EUR,Entry_Level,Part Time,Norway,L,Switzerland,100,"Deep Learning, Tableau, Kubernetes, Azure, MLOps",PhD,7,Technology,6/20/19,5.7,AlphaByte AI,Fully Remote
XYZ2421,Machine Learning Researcher,137056,USD,Entry_Level,Full Time,Netherlands,M,South Korea,100,"NLP, Statistics, Scala, Git, Hadoop",Bachelor,1,Healthcare,3/7/19,9.8,NeuralNet Inc,Fully Remote
XYZ2422,Head of AI,110887,EUR,Executive,Freelancer,Singapore,S,Germany,100,"Mathematics, Statistics, Data Visualization, Scala, Computer Vision",Associate,7,Energy,12/12/19,9.5,Visionary AI,Fully Remote
XYZ2423,AI Specialist,139372,GBP,Executive,Freelancer,Switzerland,M,Denmark,50,"PyTorch, Computer Vision, Docker, Java, Scala",PhD,15,Retail,2/17/19,5.6,Quantum Minds,Hybrid
XYZ2424,Robotics Engineer,110041,USD,Executive,Part Time,Netherlands,S,Sweden,50,"Statistics, Tableau, Linux, Python, TensorFlow",Master,3,Education,4/16/19,9.7,NextGen Analytics,Hybrid
XYZ2425,Autonomous Systems Engineer,98607,GBP,Executive,Freelancer,United States,L,Finland,0,"Azure, TensorFlow, Tableau, Docker, Deep Learning",PhD,13,Energy,2/27/19,6.8,Visionary AI,On-site
XYZ2426,AI Research Scientist,95477,GBP,Entry_Level,Full Time,Ireland,M,Sweden,0,"Mathematics, Python, Azure, TensorFlow, PyTorch",PhD,15,Energy,2/10/19,5.9,NeuralNet Inc,On-site
XYZ2427,NLP Engineer,154825,USD,Executive,Contract,United Kingdom,M,Denmark,50,"Docker, SQL, GCP, AWS, Data Visualization",Master,9,Healthcare,3/17/19,5.1,NextGen Analytics,Hybrid
XYZ2428,Data Scientist,82367,EUR,Senior,Contract,Norway,M,India,0,"R, Statistics, MLOps, Hadoop, Docker",Associate,10,Retail,8/22/19,6.5,NextGen Analytics,On-site
XYZ2429,Research Scientist,85198,USD,Entry_Level,Freelancer,Australia,L,Japan,0,"R, Java, Docker, Python, AWS",Master,5,Education,11/14/19,7.4,NextGen Analytics,On-site
XYZ2430,AI Specialist,101769,EUR,Entry_Level,Part Time,South Korea,L,United Kingdom,50,"Statistics, Scala, Git, Linux, GCP",Master,11,Government,12/13/19,7.7,Visionary AI,Hybrid
XYZ2431,Head of AI,82210,GBP,Mid,Freelancer,South Korea,S,South Korea,50,"TensorFlow, Python, PyTorch, Mathematics, Docker",Master,0,Healthcare,4/13/19,8.7,Quantum Minds,Hybrid
XYZ2432,Principal Data Scientist,115401,GBP,Executive,Contract,United States,L,France,100,"Docker, AWS, Kubernetes, Scala, Data Visualization",Master,10,Manufacturing,1/6/19,5.1,AlphaByte AI,Fully Remote
XYZ2433,AI Research Scientist,73471,USD,Senior,Freelancer,Netherlands,L,Israel,50,"Python, R, Computer Vision, Hadoop, SQL",Master,13,Gaming,3/27/19,8.7,Quantum Minds,Hybrid
XYZ2434,Deep Learning Engineer,76098,USD,Senior,Part Time,Netherlands,S,Switzerland,100,"AWS, Python, Azure, Statistics, Scala",Master,10,Real Estate,8/11/19,9.0,AlphaByte AI,Fully Remote
